cluster,mal,seed,scheduler,policy,baseline_cluster,baseline_mal,baseline_seed,baseline_scheduler,baseline_policy,cost_savings_delta_pct,co2_savings_delta_pct,energy_savings_delta_pct,turnaround_delta_pct,turnaround_delta_s,run_cost_per_day_usd,baseline_cost_per_day_usd,run_turnaround_mean_s,baseline_turnaround_mean_s
cori_knl,0,S7,min_steal_agreement,F10,cori_knl,0,S7,rigid_easy_backfill,F0,3.7709831614302867,3.94727189465658,3.240353695642296,1.5629289460208424,103.72417895549097,9598.269490495655,9974.402530369152,6740.249736919516,6636.525557964025
cori_knl,0,S7,min_steal_agreement,F0,cori_knl,0,S7,rigid_easy_backfill,F0,0.052385185656326196,0.054834127384236125,0.04501386579413401,0.4042622972834267,26.82897068042712,9969.17742108551,9974.402530369152,6663.354528644452,6636.525557964025
cori_knl,0,S7,rigid_easy_backfill,F30,cori_knl,0,S7,rigid_easy_backfill,F0,8.474613194681105,8.87079073266473,7.28211795411985,9.72183555217906,645.1921011235963,9129.110497439882,9974.402530369152,7281.7176590876215,6636.525557964025
cori_knl,0,S7,rigid_easy_backfill,F10,cori_knl,0,S7,rigid_easy_backfill,F0,3.473929513377525,3.636331361122331,2.985099602727514,-2.7901823399233305,-185.1711641028105,9627.898817083584,9974.402530369152,6451.354393861215,6636.525557964025
cori_knl,0,S7,rigid_easy_backfill,F0,cori_knl,0,S7,rigid_easy_backfill,F0,0.0,0.0,0.0,0.0,0.0,9974.402530369152,9974.402530369152,6636.525557964025,6636.525557964025
cori_knl,100,S0,min_steal_agreement,F30,cori_knl,0,S0,rigid_easy_backfill,F0,7.087367549213212,7.581102351996251,5.601224748089841,-53.60998024221816,-3557.83929584712,9267.479426843694,9974.401954171752,3078.6848732949934,6636.524169142113
cori_knl,100,S0,min_steal_agreement,F10,cori_knl,0,S0,rigid_easy_backfill,F0,-0.22792093959106918,-0.07616671949696455,-0.6847014631864957,-61.23018480745841,-4063.5560135573596,9997.13570482429,9974.401954171752,2572.9681555847537,6636.524169142113
cori_knl,100,S0,min_steal_agreement,F0,cori_knl,0,S0,rigid_easy_backfill,F0,-3.862830150140838,-3.8810033870086227,-3.8081286687109723,-62.70807781020906,-4161.636739878967,10359.696160153735,9974.401954171752,2474.8874292631463,6636.524169142113
cori_knl,100,S0,rigid_easy_backfill,F30,cori_knl,0,S0,rigid_easy_backfill,F0,10.34874185128161,10.832532582681333,8.892530726063141,4.661058674715121,309.3322854853641,8942.176844725329,9974.401954171752,6945.856454627477,6636.524169142113
cori_knl,100,S0,rigid_easy_backfill,F10,cori_knl,0,S0,rigid_easy_backfill,F0,3.4085675261491226,3.5679137926034303,2.928934926942222,18.06245533078823,1198.719213568259,9634.41772823427,9974.401954171752,7835.243382710372,6636.524169142113
cori_knl,100,S0,rigid_easy_backfill,F0,cori_knl,0,S0,rigid_easy_backfill,F0,-0.021563133868754168,-0.022571183393563884,-0.018528902666749888,1.127142592695691,74.80309058494458,9976.552747817737,9974.401954171752,6711.327259727058,6636.524169142113
cori_knl,100,S3,min_steal_agreement,F30,cori_knl,0,S3,rigid_easy_backfill,F0,6.927201802338676,7.4134491156875955,5.4635963919542485,-52.053370804965006,-3454.5245300468378,9283.453929663774,9974.40080177695,3181.9804198253714,6636.504949872209
