cluster,mal,seed,scheduler,policy,run,window_start_s,window_end_s,full_shutdown_windows_count,on_windows_count,target_active_fraction,target_off_fraction,target_off_nodes,mean_on_util_percent,mean_off_util_percent,node_off_fraction_percent,node_overrun_node_hours_total,node_overrun_node_hours_per_window,node_overrun_normalized_hours_per_window
cori_haswell,100,S7,rigid_easy_backfill,F30,cori_haswell_mal100_S7/rigid_easy_backfill/F30,45512.0,424714.0,4,3,0.7,0.30000000000000004,716.4000000000001,93.44591883026332,68.12048523869399,29.662483424064767,247.94999999999848,61.98749999999962,0.0865263819095472
cori_haswell,100,S7,rigid_easy_backfill,F10,cori_haswell_mal100_S7/rigid_easy_backfill/F10,45512.0,424714.0,4,3,0.9,0.09999999999999998,238.79999999999995,90.19479631956138,74.71085898241222,9.886193118369626,86.86666666665985,21.716666666664963,0.09094081518703923
cori_haswell,25,S0,min_steal_agreement,F30,cori_haswell_mal25_S0/min_steal_agreement/F30,31785.0,424714.0,4,3,0.7,0.30000000000000004,716.4000000000001,94.97381293039315,68.03058260050351,29.73500314070352,166.95000000000496,41.73750000000124,0.05826005025125801
cori_haswell,25,S0,min_steal_agreement,F10,cori_haswell_mal25_S0/min_steal_agreement/F10,40857.0,424714.0,4,3,0.9,0.09999999999999998,238.79999999999995,93.1558108831196,83.15435685371472,9.911711334450029,65.24999999999118,16.312499999997794,0.06831030150752847
cori_haswell,25,S0,rigid_easy_backfill,F30,cori_haswell_mal25_S0/rigid_easy_backfill/F30,45512.0,424714.0,4,3,0.7,0.30000000000000004,716.4000000000001,93.4696631304679,67.01199138051449,29.792211927694023,152.00000000000145,38.00000000000036,0.0530429927414857
cori_haswell,25,S0,rigid_easy_backfill,F10,cori_haswell_mal25_S0/rigid_easy_backfill/F10,45512.0,424714.0,4,3,0.9,0.09999999999999998,238.79999999999995,90.18064861343808,74.99452557928568,9.898428775823561,76.88333333332659,19.220833333331647,0.08048925181462166
cori_haswell,25,S3,min_steal_agreement,F30,cori_haswell_mal25_S3/min_steal_agreement/F30,45512.0,424714.0,4,3,0.7,0.30000000000000004,716.4000000000001,96.76046610366667,64.25578412897924,29.812015808207704,135.96666666666883,33.99166666666721,0.04744788758607929
cori_haswell,25,S3,min_steal_agreement,F10,cori_haswell_mal25_S3/min_steal_agreement/F10,45512.0,424714.0,4,3,0.9,0.09999999999999998,238.79999999999995,97.49585601619229,77.19236372836555,9.864666213009492,95.71666666666016,23.92916666666504,0.10020589056392397
cori_haswell,25,S3,rigid_easy_backfill,F30,cori_haswell_mal25_S3/rigid_easy_backfill/F30,45512.0,424714.0,4,3,0.7,0.30000000000000004,716.4000000000001,93.36834636143763,67.29011812534976,29.7869119905081,161.8500000000052,40.4625000000013,0.056480318257958254
cori_haswell,25,S3,rigid_easy_backfill,F10,cori_haswell_mal25_S3/rigid_easy_backfill/F10,45512.0,424714.0,4,3,0.9,0.09999999999999998,238.79999999999995,90.30062057975091,74.97949818537167,9.849224420714684,114.5833333333287,28.645833333332174,0.11995742601897898
cori_haswell,25,S7,min_steal_agreement,F30,cori_haswell_mal25_S7/min_steal_agreement/F30,45512.0,424714.0,4,3,0.7,0.30000000000000004,716.4000000000001,96.1065745393635,67.20843802345172,29.773105981295366,147.3666666666703,36.84166666666758,0.051426112041691195
cori_haswell,25,S7,min_steal_agreement,F10,cori_haswell_mal25_S7/min_steal_agreement/F10,45512.0,424714.0,4,3,0.9,0.09999999999999998,238.79999999999995,94.78316059464015,79.88143844221229,9.843880862646566,114.61666666665677,28.654166666664192,0.11999232272472445
cori_haswell,25,S7,rigid_easy_backfill,F30,cori_haswell_mal25_S7/rigid_easy_backfill/F30,45512.0,424714.0,4,3,0.7,0.30000000000000004,716.4000000000001,93.38522764284453,68.62330314768322,29.169480213567837,616.1499999999945,154.03749999999863,0.2150160524846435
cori_haswell,25,S7,rigid_easy_backfill,F10,cori_haswell_mal25_S7/rigid_easy_backfill/F10,45512.0,424714.0,4,3,0.9,0.09999999999999998,238.79999999999995,90.36987600037291,74.86754519123447,9.797053845616974,149.63333333332577,37.40833333333144,0.15665131211612834
cori_haswell,50,S0,min_steal_agreement,F30,cori_haswell_mal50_S0/min_steal_agreement/F30,39019.0,424714.0,4,3,0.7,0.30000000000000004,716.4000000000001,99.79496731341916,70.10471192769297,29.754087276661085,185.24999999999727,46.31249999999932,0.06464614740368413
cori_haswell,50,S0,min_steal_agreement,F10,cori_haswell_mal50_S0/min_steal_agreement/F10,38450.0,424714.0,4,3,0.9,0.09999999999999998,238.79999999999995,99.5885678391969,89.5203665898962,9.926542434394193,55.999999999990415,13.999999999997604,0.058626465661631516
cori_haswell,50,S0,rigid_easy_backfill,F30,cori_haswell_mal50_S0/rigid_easy_backfill/F30,45512.0,424714.0,4,3,0.7,0.30000000000000004,716.4000000000001,93.51357481853769,66.95585130513767,29.79286624092686,156.0333333333347,39.008333333333674,0.054450493206775086
cori_haswell,50,S0,rigid_easy_backfill,F10,cori_haswell_mal50_S0/rigid_easy_backfill/F10,45512.0,424714.0,4,3,0.9,0.09999999999999998,238.79999999999995,90.16434894379363,75.01339161083214,9.898276102735903,77.38333333332655,19.345833333331637,0.08101270240088626
cori_haswell,50,S3,min_steal_agreement,F30,cori_haswell_mal50_S3/min_steal_agreement/F30,45944.0,424714.0,4,3,0.7,0.30000000000000004,716.4000000000001,99.75602840591938,70.03659792015668,29.818428077889447,127.61666666667485,31.90416666666871,0.044534012655874804
cori_haswell,50,S3,min_steal_agreement,F10,cori_haswell_mal50_S3/min_steal_agreement/F10,47232.0,424714.0,4,3,0.9,0.09999999999999998,238.79999999999995,99.59870242415806,88.34718296342984,9.916793167225014,63.36666666665709,15.841666666664272,0.06633863763259747
cori_haswell,50,S3,rigid_easy_backfill,F30,cori_haswell_mal50_S3/rigid_easy_backfill/F30,45512.0,424714.0,4,3,0.7,0.30000000000000004,716.4000000000001,93.30718988460897,67.14431532663403,29.804273101619206,149.10000000000497,37.27500000000124,0.052030988274708596
cori_haswell,50,S3,rigid_easy_backfill,F10,cori_haswell_mal50_S3/rigid_easy_backfill/F10,45512.0,424714.0,4,3,0.9,0.09999999999999998,238.79999999999995,90.19610494602692,74.92351078308239,9.848570107481853,115.5166666666618,28.87916666666545,0.1209345337800061
cori_haswell,50,S7,min_steal_agreement,F30,cori_haswell_mal50_S7/min_steal_agreement/F30,22154.0,424714.0,4,3,0.7,0.30000000000000004,716.4000000000001,99.79243730225225,70.01134142936854,29.874546342825237,77.85000000000564,19.46250000000141,0.027167085427137642
cori_haswell,50,S7,min_steal_agreement,F10,cori_haswell_mal50_S7/min_steal_agreement/F10,46601.0,424714.0,4,3,0.9,0.09999999999999998,238.79999999999995,99.85802856877005,89.92894158291743,9.940937325516472,44.99999999999062,11.249999999997655,0.04711055276380929
cori_haswell,50,S7,rigid_easy_backfill,F30,cori_haswell_mal50_S7/rigid_easy_backfill/F30,45512.0,424714.0,4,3,0.7,0.30000000000000004,716.4000000000001,93.30499430020576,68.55119782942546,29.158902149637072,631.8333333333374,157.95833333333434,0.22048901916992505
cori_haswell,50,S7,rigid_easy_backfill,F10,cori_haswell_mal50_S7/rigid_easy_backfill/F10,45512.0,424714.0,4,3,0.9,0.09999999999999998,238.79999999999995,90.2960694677094,74.77356400055858,9.882223618090451,86.64999999999316,21.66249999999829,0.09071398659965785
