cluster,mal,seed,scheduler,policy,run,window_start_s,window_end_s,window_days,wait_threshold_s,jobs_seen,jobs_completed_window_submit,wait_mean_s,wait_p95_s,turnaround_mean_s,turnaround_p95_s,runtime_mean_s,runtime_p95_s,throughput_jobs_per_hour_submit_window,num_nodes,window_node_hours,grid_cost_usd_per_kwh,solar_cost_usd_per_kwh,grid_co2e_kg_per_kwh,solar_co2e_kg_per_kwh,energy_total_kwh,energy_on_kwh,energy_boot_kwh,energy_shutdown_kwh,energy_off_kwh,grid_energy_kwh,solar_used_kwh,solar_curtailed_kwh,renewable_share_percent,cost_total_usd,co2_total_kg,cost_per_day_usd,co2_per_day_kg,energy_per_day_kwh,energy_per_node_hour_kwh,cost_per_node_hour_usd,co2_per_node_hour_kg,power_avg_kw,power_peak_kw,off_fraction_mean,boot_fraction_mean,shutdown_fraction_mean
cori_haswell,0,S3,rigid_easy_backfill,F10,cori_haswell_mal0_S3/rigid_easy_backfill/F10,45512.0,424714.0,4.388912037037037,2.0,28259,26488,427.0709377831471,3650.0,3339.9610124962246,6219.4,2912.890465191785,4212.0,251.46702812748876,2388,251537.32666666666,0.18,0.06,0.264,0.04,82643.53887111135,82599.45347111102,6.3515999999999995,0.11180000000000001,37.62199999999984,64302.066648888984,18341.472222222594,0.0,22.193473891319517,12674.860330133371,17709.4044841956,2887.927628344585,4035.0329044532987,18830.074098934132,0.3285537775497999,0.05038958033822908,0.07040467798110864,784.586420788922,864.456,0.029913651781674603,0.00012562747811133346,2.849146391765474e-06
cori_haswell,0,S3,rigid_easy_backfill,F0,cori_haswell_mal0_S3/rigid_easy_backfill/F0,45512.0,424714.0,4.388912037037037,2.0,28259,26488,312.92758985193296,2862.0,3225.817717796738,5649.0,2912.890458396255,4212.0,251.46702812748876,2388,251537.32666666666,0.18,0.06,0.264,0.04,84028.27797111144,84028.27797111144,0.0,0.0,0.0,65686.80574888889,18341.472222222594,0.0,21.82773783431372,12924.113368133356,18074.975606595573,2944.7191602542234,4118.327151254101,19145.582609543275,0.33405888137812806,0.05138049902732802,0.07185802539178708,797.7326087309697,864.456,0.0,0.0,0.0
cori_haswell,0,S7,min_steal_agreement,F30,cori_haswell_mal0_S7/min_steal_agreement/F30,13405.0,424714.0,4.7605208333333335,2.0,28259,27765,1353.8502431117233,10241.0,4371.021741148928,16966.3,3017.1720589231045,4516.05,243.01437605304042,2388,272834.97,0.18,0.06,0.264,0.04,85557.72901666716,85414.21661111117,23.584000000000003,0.1586,119.76980555556075,65555.13214166753,20002.596875000854,0.0,23.379064761179237,13000.079598000208,18106.658760400263,2730.8103573401454,3803.5037329564457,17972.34630664547,0.31358784035883364,0.04764814275090986,0.06636487529586206,748.8477627768947,864.456,0.08779652077265283,0.00043005239883044805,3.72630629668428e-06
cori_haswell,0,S7,min_steal_agreement,F10,cori_haswell_mal0_S7/min_steal_agreement/F10,13405.0,424714.0,4.7605208333333335,2.0,28259,27765,391.93869980180085,3083.0,3409.1103791464075,6440.01,3017.1720578426075,4516.05,243.01437605304042,2388,272834.97,0.18,0.06,0.264,0.04,88508.41799722245,88460.23596111141,7.9194,0.023399999999999997,40.23923611111046,68505.82112222185,20002.596875000854,0.0,22.599654730726932,13531.203614499986,18885.640651266604,2842.378825391126,3967.137486097884,18592.171129151124,0.32440276258289935,0.04959482875124104,0.06922001476301445,774.6737970479635,864.456,0.029497125028445665,0.0001444096407436334,5.497828962321069e-07
cori_haswell,0,S7,min_steal_agreement,F0,cori_haswell_mal0_S7/min_steal_agreement/F0,13405.0,424714.0,4.7605208333333335,2.0,28259,27765,281.6001800828381,2638.0,3298.771915973348,5605.0,3017.172062884927,4516.05,243.01437605304042,2388,272834.97,0.18,0.06,0.264,0.04,89990.8730333342,89990.8730333342,0.0,0.0,0.0,69988.27615833333,20002.596875000854,0.0,22.22736173210759,13798.045521000051,19277.008780800035,2898.431916185652,4049.3486859298555,18903.57718912077,0.32983628540481524,0.050572862859185726,0.070654464788,787.6490495466987,864.456,0.0,0.0,0.0
cori_haswell,0,S7,rigid_easy_backfill,F30,cori_haswell_mal0_S7/rigid_easy_backfill/F30,45512.0,424714.0,4.388912037037037,2.0,28259,26488,1491.9294397462247,12194.0,4404.819304062217,16852.1,2912.8904700996677,4212.0,251.46702812748876,2388,251537.32666666666,0.18,0.06,0.264,0.04,79892.23906000084,79761.49529333369,18.7868,0.1638,111.79316666667135,61550.76683777839,18341.472222222594,0.0,22.957764656524073,12179.626364133466,16983.0613340624,2775.090104643782,3869.5378696921202,18203.198967263022,0.317615839043534,0.04842075140710117,0.06751706221545437,758.4666236359592,864.456,0.0888879341671729,0.00037158169686094835,4.1743307600284855e-06
cori_haswell,0,S7,rigid_easy_backfill,F10,cori_haswell_mal0_S7/rigid_easy_backfill/F10,45512.0,424714.0,4.388912037037037,2.0,28259,26488,429.1743430986862,3627.0,3342.0644136212622,6209.59,2912.890462171549,4212.0,251.46702812748876,2388,251537.32666666666,0.18,0.06,0.264,0.04,82647.56945444438,82603.65120444454,6.324800000000001,0.0832,37.510249999999694,64306.097232221924,18341.472222222594,0.0,22.192391552824155,12675.5858351333,17710.468558195495,2888.092932409421,4035.275350415058,18830.992454849908,0.32856980134788366,0.05039246462188409,0.07040890826380265,784.6246856187461,864.456,0.02982479816978257,0.00012509740436402825,2.120294989220818e-06
cori_haswell,0,S7,rigid_easy_backfill,F0,cori_haswell_mal0_S7/rigid_easy_backfill/F0,45512.0,424714.0,4.388912037037037,2.0,28259,26488,312.92762760487767,2862.0,3225.8177555496827,5649.0,2912.8904599063726,4212.0,251.46702812748876,2388,251537.32666666666,0.18,0.06,0.264,0.04,84028.2751044448,84028.2751044448,0.0,0.0,0.0,65686.80288222221,18341.472222222594,0.0,21.827738578977918,12924.112852133352,18074.97484979557,2944.719042685222,4118.326978819567,19145.581956382168,0.33405886998154255,0.0513804969759426,0.07185802238308847,797.7325815159236,864.456,0.0,0.0,0.0
cori_haswell,100,S0,min_steal_agreement,F30,cori_haswell_mal100_S0/min_steal_agreement/F30,24806.0,424714.0,4.628564814814815,2.0,28259,27316,12.456618698898064,4.0,1452.6288329876263,3067.84,1440.1723312388344,3038.58,245.90055712813947,2388,265272.30666666664,0.18,0.06,0.264,0.04,87654.63523000368,87518.591346669,21.587400000000002,0.1534,114.30308333333664,67875.24634111453,19779.38888888968,0.0,22.565137413428317,13404.307674733996,18710.240589609824,2895.996536946041,4042.3417059480903,18937.756893766364,0.3304326649526515,0.05053036950282735,0.07053220452868667,789.0732039069317,864.456,0.08617792393758102,0.0004048669887541471,3.706882733782539e-06
cori_haswell,100,S0,min_steal_agreement,F10,cori_haswell_mal100_S0/min_steal_agreement/F10,40522.0,424714.0,4.446666666666666,2.0,28259,26690,2.1691643792230093,3.0,1239.734943887973,2712.5,1237.5657948475084,2701.21,250.0937031484258,2388,254847.36,0.18,0.06,0.264,0.04,89475.02725333624,89428.22972000124,8.7703,0.0104,38.01683333333331,70787.02725333444,18688.000000000473,0.0,20.886274722317737,13862.944905600227,19435.295194880313,3117.6038018591216,4370.756040827657,20121.820221889713,0.35109261972867306,0.05439705126080265,0.07626249373303422,838.4091759120713,864.456,0.02983498305286218,0.0001712135975563307,2.615944958843861e-07
cori_haswell,100,S0,min_steal_agreement,F0,cori_haswell_mal100_S0/min_steal_agreement/F0,40520.0,424714.0,4.446689814814815,2.0,28259,26691,1.4749918004243998,3.0,1209.619646710127,2679.78,1208.144680921659,2678.78,250.10177150085636,2388,254848.68666666668,0.18,0.06,0.264,0.04,92204.89737333904,92204.89737333904,0.0,0.0,0.0,73516.75848444714,18688.13888888936,0.0,20.26805454077,14354.304860533846,20155.949795449622,3228.0877367947555,4532.798696301471,20735.62609789974,0.36180252125034446,0.05632481394463211,0.07908987116662254,863.9844207458226,864.456,0.0,0.0,0.0
cori_haswell,100,S0,rigid_easy_backfill,F30,cori_haswell_mal100_S0/rigid_easy_backfill/F30,45512.0,424714.0,4.388912037037037,2.0,28259,26488,1504.896591763742,12122.0,4421.007126681516,16606.2,2916.110997357294,4212.0,251.46702812748876,2388,251537.32666666666,0.18,0.06,0.264,0.04,79680.07984666676,79546.54474666632,19.1687,0.2834,114.08300000000105,61338.60762444437,18341.472222222594,0.0,23.018892874502896,12141.43770573334,16927.05130174222,2766.3889372296576,3856.7761574847386,18154.859148295654,0.3167723888242541,0.04826893036763082,0.06729439135756453,756.4524645123189,864.456,0.09070860497072945,0.0003791352477600475,7.222254807033411e-06
cori_haswell,100,S0,rigid_easy_backfill,F10,cori_haswell_mal100_S0/rigid_easy_backfill/F10,45512.0,424714.0,4.388912037037037,2.0,28259,26488,430.01162338315464,3643.0,3344.255879574902,6214.11,2914.244551230746,4212.0,251.46702812748876,2388,251537.32666666666,0.18,0.06,0.264,0.04,82451.5702999998,82407.25513333338,6.3784,0.0026,37.934166666667366,64110.09807777773,18341.472222222594,0.0,22.245146036015083,12640.305987333348,17658.72478142223,2880.0545284718996,4023.485691306693,18786.334655196923,0.32779059630089546,0.0502522077134265,0.07020319813139819,782.7639439665384,864.456,0.030161858813850265,0.00012615755185863865,6.625921841315056e-08
cori_haswell,100,S0,rigid_easy_backfill,F0,cori_haswell_mal100_S0/rigid_easy_backfill/F0,45512.0,424714.0,4.388912037037037,2.0,28259,26488,312.16127755228786,2803.0,3225.051314317804,5649.0,2912.8902926608275,4212.0,251.46702812748876,2388,251537.32666666666,0.18,0.06,0.264,0.04,83850.05883333346,83850.05883333346,0.0,0.0,0.0,65508.586611111234,18341.472222222594,0.0,21.87413160756327,12892.033923333376,18027.925754222273,2937.40995821753,4107.606988266951,19104.97593156157,0.333350361731602,0.051252965490953546,0.07167097620510454,796.0406638150654,864.456,0.0,0.0,0.0
cori_haswell,100,S3,min_steal_agreement,F30,cori_haswell_mal100_S3/min_steal_agreement/F30,24806.0,424714.0,4.628564814814815,2.0,28259,27316,11.78236282241967,4.0,1459.8881362194318,3136.63,1448.1057790635525,3118.38,245.90055712813947,2388,265272.30666666664,0.18,0.06,0.264,0.04,87664.88733000247,87526.58961333513,23.986000000000004,0.05979999999999999,114.25191666666758,67885.4984411136,19779.38888888968,0.0,22.56249850003557,13406.15305273383,18712.947144009577,2896.395230293475,4042.9264561909927,18939.9718568076,0.3304713124094012,0.050537326045042484,0.07054240745726886,789.16549403365,864.456,0.08613934722574132,0.00044985220972683013,1.4450559809660745e-06
cori_haswell,100,S3,min_steal_agreement,F10,cori_haswell_mal100_S3/min_steal_agreement/F10,40522.0,424714.0,4.446666666666666,2.0,28259,26690,2.108431567777048,3.0,1257.1089288958412,2801.16,1255.0005298284002,2797.65,250.0937031484258,2388,254847.36,0.18,0.06,0.264,0.04,89481.10907000308,89435.16725333474,7.973,0.023399999999999997,37.94541666666664,70793.10907000086,18688.000000000473,0.0,20.884855132249683,13864.039632600183,19436.900794480247,3117.8499923388717,4371.117120197957,20123.187946777303,0.3511164842751484,0.05440134687916792,0.07626879397330327,838.4661644490543,864.456,0.029778936432118947,0.00015564872505120973,5.885876157398688e-07
cori_haswell,100,S3,min_steal_agreement,F0,cori_haswell_mal100_S3/min_steal_agreement/F0,40564.0,424714.0,4.446180555555555,2.0,28259,26685,1.3660878746844158,2.00001,1210.993297042908,2583.16,1209.627197197302,2581.45,250.07418976962126,2388,254819.5,0.18,0.06,0.264,0.04,92157.43904222595,92157.43904222595,0.0,0.0,0.0,73472.35570889038,18685.083333333805,0.0,20.275176401953203,14346.129027600296,20144.105240480414,3226.6186333064315,4530.653892431363,20727.32717232415,0.3616577186684141,0.05629918050855722,0.07905244787184816,863.6386321801729,864.456,0.0,0.0,0.0
cori_haswell,100,S3,rigid_easy_backfill,F30,cori_haswell_mal100_S3/rigid_easy_backfill/F30,45512.0,424714.0,4.388912037037037,2.0,28259,26488,1671.8025505547769,12307.0,4590.762603065539,17196.8,2918.9605659543945,4212.77,251.46702812748876,2388,251537.32666666666,0.18,0.06,0.264,0.04,79743.08768666696,79609.83318666664,19.175400000000003,0.0416,114.03750000000193,61401.61546444486,18341.472222222594,0.0,23.00070483135968,12152.77911693343,16943.68537150235,2768.9730426080255,3860.566178706344,18169.215289286516,0.317022879838193,0.04831401875014003,0.0673605209852447,757.0506370536048,864.456,0.09067242743747587,0.00037926776619687377,1.060147494610409e-06
cori_haswell,100,S3,rigid_easy_backfill,F10,cori_haswell_mal100_S3/rigid_easy_backfill/F10,45512.0,424714.0,4.388912037037037,2.0,28259,26488,405.6893276374207,3026.0,3323.9395325588944,6198.97,2918.2505186877074,4212.0,251.46702812748876,2388,251537.32666666666,0.18,0.06,0.264,0.04,82509.10968333365,82464.96943333349,6.364999999999999,0.013,37.76224999999912,64167.63746111148,18341.472222222594,0.0,22.22963293703733,12650.663076333421,17673.915178622337,2882.4143590888434,4026.946776211544,18799.444825291077,0.328019347174956,0.05029338287075732,0.07026358836215006,783.3102010537949,864.456,0.030025166046263936,0.00012589251498498606,3.312960920657528e-07
