mal_idx,mal_label,msa_F0,msa_F30,msa_F10
0,mal0,0.916325532215,1.23457354288,0.945417376096
1,mal25,0.694506741581,0.695944271734,0.685094145787
2,mal50,0.53907384654,0.566382313012,0.542591133947
3,mal75,0.434211200967,0.480563446108,0.446116052632
4,mal100,0.336132647265,0.403793398136,0.348160414821
