mal_idx,mal_label,msa_F0,msa_F30,msa_F10
0,mal0,10.5653274608,9.3726687605,10.8682553967
1,mal25,9.13268774489,4.59088377585,6.80146106627
2,mal50,9.16203618944,6.08190933283,7.77969526182
3,mal75,8.40965604833,7.32868869183,7.92561937018
4,mal100,5.70484039889,10.1965188775,7.63993337295
