mal_idx,mal_label,msa_F0,msa_F30,msa_F10
0,mal0,0.432562517972,0.496525085328,0.544642993647
1,mal25,0.410882034615,0.193953917643,0.17881268034
2,mal50,0.202768173883,0.0975671140595,0.0959143964267
3,mal75,0.0758569896891,0.0897039541308,0.0433239210713
4,mal100,0.000708460087032,0.0135502378855,0.00110608334286
