mal_idx,mal_label,msa_F0,msa_F30,msa_F10
0,mal0,1.4183676918,1.41836769139,1.41836769061
1,mal25,1.78573824859,1.39053409175,1.51294071541
2,mal50,1.94490451986,1.35975645829,1.58792973066
3,mal75,1.50394965817,1.33128188828,1.29305233548
4,mal100,0.686760283562,0.852838541495,0.716185082129
