mal_idx,mal_label,msa_F0,msa_F30,msa_F10
0,mal0,1.85092988013,1.91489237702,1.96301022966
1,mal25,2.19662016371,1.5844879196,1.69175337025
2,mal50,2.14767273009,1.45732354208,1.68384413926
3,mal75,1.57980662282,1.42098581959,1.33637626359
4,mal100,0.687468730076,0.866388768576,0.717291153838
