mal_idx,mal_label,msa_F0,msa_F30,msa_F10
0,mal0,8.0337742886,6.85510662892,8.33670482566
1,mal25,5.43648805708,1.40608537554,3.38364121994
2,mal50,3.95949859838,1.78408929296,2.88839428201
3,mal75,1.79654244275,1.38027354154,1.51000647022
4,mal100,0.0482411230388,2.71567028452,0.478125521217
